Site Name,Division,Line Segment,Mile Post,Radio ID #,Version,SMID,SM EMP Address,SiteID,Network ID,Tx Power Offset,SFLen,FFrame,Number of WIUs,DSB,Slot 1,Slot 2,Slot 3,Slot 4,DSB1,DSB2,DSB3,DSB4,DSB5,DSB6,CONNECT,REPEAT,REPEAT DSB 1,REPEAT FTDMA 1,REPEAT DSB 2,REPEAT FTDMA 2,REPEAT DSB 3,REPEAT FTDMA 3,HOLDOFF,SBM MOD,Lat DD:MM.MMMN,Long DD:MM.MMMW,Height (m)
Signal,Piedmont,R,96.7,3940073,MTA06-2018-007,w61408201r,ns.w.614082:01.r.sma,614082,0,0,4000,0,1,ON,,,,,"614082,1","614082,2","614082,3","614082,4","614082,5","614082,6",3680005,OFF,,,,,,,5,,34:07.5724N, 80:56.6617W,109
Talcott,Piedmont,R,100.02,3940074,MTA06-2018-007,w61408301r,ns.w.614083:01.r.sma,614083,0,0,4000,0,1,ON,,,,,"614083,1","614083,2","614083,3","614083,4","614083,5","614083,6",2622099,OFF,,,,,,,5,,34:05.3705N, 80:58.3515W,122
Signal,Piedmont,R,103.3,3940075,MTA06-2018-007,w61408401r,ns.w.614084:01.r.sma,614084,0,0,4000,0,1,ON,,,,,"614084,1","614084,2","614084,3","614084,4","614084,5","614084,6",2622099,OFF,,,,,,,5,,34:03.1649N, 81:00.2783W,101
Calvin,Piedmont,R,105.2,3940076,MTA06-2018-007,w61408501r,ns.w.614085:01.r.sma,614085,0,0,4000,0,1,ON,,,,,"614085,1","614085,2","614085,3","614085,4","614085,5","614085,6",2622099,OFF,,,,,,,5,,34:01.7566N, 81:01.2352W,90
SIG 106.5,Piedmont,R,106.7,3940077,MTA06-2018-007,w61408601r,ns.w.614086:01.r.sma,614086,0,0,4000,0,1,ON,,,,,"614086,1","614086,2","614086,3","614086,4","614086,5","614086,6",2622099,OFF,,,,,,,5,,34:00.4582N, 81:01.3045W,84
SIG 107.7,Piedmont,R,107.9,3940078,MTA06-2018-007,w61408701r,ns.w.614087:01.r.sma,614087,0,0,4000,0,1,ON,,,,,"614087,1","614087,2","614087,3","614087,4","614087,5","614087,6",3680000,OFF,,,,,,,5,,33:59.6018N, 81:01.3502W,72
SIG 127.5,Piedmont,SC,127.5,3940372,MTA06-2018-007,w61616701r,ns.w.616167:01.r.sma,616167,0,0,4000,0,1,ON,,,,,"616167,1","616167,2","616167,3","616167,4","616167,5","616167,6",3680000,OFF,,,,,,,5,,,,0
SIG 128.0/128.1,Piedmont,SC,128.1,3940373,MTA06-2018-007,w61616801r,ns.w.616168:01.r.sma,616168,0,0,4000,0,1,ON,,,,,"616168,1","616168,2","616168,3","616168,4","616168,5","616168,6",3680000,OFF,,,,,,,5,,33:59.0147N, 81:01.3479W,59
FREY CREEK,Piedmont,,459.5,3940408,MTA06-2018-007,w61110801r,ns.w.611108:01.r.sma,611108,0,0,4000,0,1,ON,,,,,"611108,1","611108,2","611108,3","611108,4","611108,5","611108,6",3680099,OFF,,,,,,,5,,34:56.8071N, 82:02.8726W,235
LYMAN,Piedmont,,464.8,3940409,MTA06-2018-007,w61111001r,ns.w.611110:01.r.sma,611110,0,0,4000,0,1,ON,,,,,"611110,1","611110,2","611110,3","611110,4","611110,5","611110,6",3680099,OFF,,,,,,,5,,34:57.1078N, 82:07.6589W,266
Sig 471.8/471.9,Piedmont,,471.8,3940476,MTA06-2018-007,w61112401r,ns.w.611124:01.r.sma,611124,0,0,4000,0,1,ON,,,,,"611124,1","611124,2","611124,3","611124,4","611124,5","611124,6",,OFF,,,,,,,5,,34:55.9043N, 82:14.3626W,293
Sig 473.6/473.7,Piedmont,,473.6,3940477,MTA06-2018-007,w61112501r,ns.w.611125:01.r.sma,611125,0,0,4000,300,1,OFF,"0,30,101,611125,1",,,,,,,,,,,OFF,,,,,,,5,,34:55.0474N, 82:16.0888W,299
Taylors,Piedmont,,475.9,3940478,MTA06-2018-007,w61112601r,ns.w.611126:01.r.sma,611126,0,0,4000,0,1,ON,,,,,"611126,1","611126,2","611126,3","611126,4","611126,5","611126,6",3680098,OFF,,,,,,,5,,34:55.1061N, 82:18.3149W,279
Sig 478.4/478.5,Piedmont,,478.4,3940479,MTA06-2018-007,w61112701r,ns.w.611127:01.r.sma,611127,0,0,4000,0,2,ON,,,,,"611127,1","611127,2","611127,3","611127,4","611127,5","611127,6",3680098,OFF,,,,,,,5,,34:54.2319N, 82:20.5652W,316
SIG 467.1/467.2,Piedmont,,467.2,3940541,MTA06-2018-007,w61112101r,ns.w.611121:01.r.sma,611121,0,0,4000,0,1,ON,,,,,"611121,1","611121,2","611121,3","611121,4","611121,5","611121,6",3680099,OFF,,,,,,,5,,34:56.2266N, 82:09.5520W,257
BAVARIAN,Piedmont,,468.5,3940542,MTA06-2018-007,w61112201r,ns.w.611122:01.r.sma,611122,0,0,4000,0,1,ON,,,,,"611122,1","611122,2","611122,3","611122,4","611122,5","611122,6",3680099,OFF,,,,,,,5,,34:56.1721N, 82:11.0093W,275
WORKS,Piedmont,,468.9,3940543,MTA06-2018-007,w61111901r,ns.w.611119:01.r.sma,611119,0,0,4000,0,1,ON,,,,,"611119,1","611119,2","611119,3","611119,4","611119,5","611119,6",3680099,OFF,,,,,,,5,,34:55.9556N, 82:11.3902W,273
MOTOR,Piedmont,,469.1,3940544,MTA06-2018-007,w61112301r,ns.w.611123:01.r.sma,611123,0,0,4000,0,1,ON,,,,,"611123,1","611123,2","611123,3","611123,4","611123,5","611123,6",3680098,OFF,,,,,,,5,,34:56.1256N, 82:11.5706W,282
GREER,Piedmont,,470.58,3940545,MTA06-2018-007,w61112001r,ns.w.611120:01.r.sma,611120,0,0,4000,0,1,ON,,,,,"611120,1","611120,2","611120,3","611120,4","611120,5","611120,6",3680098,OFF,,,,,,,5,,34:56.1170N, 82:13.0929W,290
GIBSON,Piedmont,,383.12,3940573,MTA06-2018-007,w61104501r,ns.w.611045:01.r.sma,611045,0,0,4000,0,2,ON,,,,,"611045,1","611045,2","611045,3","611045,4","611045,5","611045,6",3680116,OFF,,,,,,,5,,35:13.6289N, 80:56.3882W,227
PAW CREEK,Piedmont,,385.7,3940574,MTA06-2018-007,w61104601r,ns.w.611046:01.r.sma,611046,0,0,4000,0,1,ON,,,,,"611046,1","611046,2","611046,3","611046,4","611046,5","611046,6",3680116,OFF,,,,,,,5,,35:13.8304N, 80:58.8275W,193
N ADVANCE,Piedmont,,379.6,3940575,MTA06-2018-007,w61104301r,ns.w.611043:01.r.sma,611043,0,0,4000,0,1,ON,,,,,"611043,1","611043,2","611043,3","611043,4","611043,5","611043,6",2622179,OFF,,,,,,,5,,35:13.3274N, 80:52.7899W,220
Uptown,Piedmont,,378.4,3940576,MTA06-2018-007,w61104201r,ns.w.611042:01.r.sma,611042,0,0,4000,0,1,ON,,,,,"611042,1","611042,2","611042,3","611042,4","611042,5","611042,6",3680003,OFF,,,,,,,5,,35:14.0895N, 80:50.6860W,230
SHARP,Piedmont,,324.5,3940651,MTA06-2018-007,w61014601r,ns.w.610146:01.r.sma,610146,0,0,4000,0,1,ON,,,,,"610146,1","610146,2","610146,3","610146,4","610146,5","610146,6",3680204,OFF,,,,,,,5,,35:44.1526N, 80:20.2136W,224
DUKE,Piedmont,,327.4,3940652,MTA06-2018-007,w61014701r,ns.w.610147:01.r.sma,610147,0,0,4000,0,1,ON,,,,,"610147,1","610147,2","610147,3","610147,4","610147,5","610147,6",3680204,OFF,,,,,,,5,,35:43.3216N, 80:22.9650W,199
SIG 330.2/330.3,Piedmont,,330.3,3940653,MTA06-2018-007,w61014801r,ns.w.610148:01.r.sma,610148,0,0,4000,0,1,ON,,,,,"610148,1","610148,2","610148,3","610148,4","610148,5","610148,6",3680204,OFF,,,,,,,5,,35:41.8409N, 80:25.0858W,235
CROWSHAW,Piedmont,,333.3,3940654,MTA06-2018-007,w61014901r,ns.w.610149:01.r.sma,610149,0,0,4000,0,1,ON,,,,,"610149,1","610149,2","610149,3","610149,4","610149,5","610149,6",3680204,OFF,,,,,,,5,,35:40.4071N, 80:27.4122W,227
WHITLOW,Piedmont,,333.52,3940655,MTA06-2018-007,w61015001r,ns.w.610150:01.r.sma,610150,0,0,4000,0,1,ON,,,,,"610150,1","610150,2","610150,3","610150,4","610150,5","610150,6",3680204,OFF,,,,,,,5,,,,0
SIG 335.6/335.7,Piedmont,,335.4,3940656,MTA06-2018-007,w61100101r,ns.w.611001:01.r.sma,611001,0,0,4000,0,2,ON,,,,,"611001,1","611001,2","611001,3","611001,4","611001,5","611001,6",3680204,OFF,,,,,,,5,,35:39.2387N, 80:29.5047W,239
REID,Piedmont,,337.2,3940657,MTA06-2018-007,w61100201r,ns.w.611002:01.r.sma,611002,0,0,4000,0,1,ON,,,,,"611002,1","611002,2","611002,3","611002,4","611002,5","611002,6",3680204,OFF,,,,,,,5,,35:37.9498N, 80:31.1084W,247
SIG 339.8/339.9,Piedmont,,339.9,3940658,MTA06-2018-007,w61100301r,ns.w.611003:01.r.sma,611003,0,0,4000,0,1,ON,,,,,"611003,1","611003,2","611003,3","611003,4","611003,5","611003,6",3680204,OFF,,,,,,,5,,35:36.3034N, 80:32.4252W,240
SIG 342.3/342.4,Piedmont,,342.3,3940659,MTA06-2018-007,w61100401r,ns.w.611004:01.r.sma,611004,0,0,4000,0,1,ON,,,,,"611004,1","611004,2","611004,3","611004,4","611004,5","611004,6",3680102,OFF,,,,,,,5,,35:34.6079N, 80:33.8281W,259
SIG 344.7/344.8,Piedmont,,344.8,3940660,MTA06-2018-007,w61100501r,ns.w.611005:01.r.sma,611005,0,0,4000,0,1,ON,,,,,"611005,1","611005,2","611005,3","611005,4","611005,5","611005,6",3680102,OFF,,,,,,,5,,35:33.3746N, 80:35.5778W,259
N. KANNAPOLIS,Piedmont,,347.5,3940661,MTA06-2018-007,w61100601r,ns.w.611006:01.r.sma,611006,0,0,4000,0,1,ON,,,,,"611006,1","611006,2","611006,3","611006,4","611006,5","611006,6",3680102,OFF,,,,,,,5,,35:31.7965N, 80:36.8514W,268
SIG 349.2,Piedmont,,349.1,3940662,MTA06-2018-007,w61100701r,ns.w.611007:01.r.sma,611007,0,0,4000,0,1,ON,,,,,"611007,1","611007,2","611007,3","611007,4","611007,5","611007,6",3680102,OFF,,,,,,,5,,35:29.8532N, 80:37.4076W,257
SIG 349.7/349.8,Piedmont,,349.5,3940663,,w61100801r,ns.w.611008:01.r.sma,611008,0,0,4000,0,2,ON,,,,,"611008,1","611008,2","611008,3","611008,4","611008,5","611008,6",3680102,OFF,,,,,,,5,,35:29.6191N,80:37.5390W,254
SIG 351.5/351.6,Piedmont,,351.8,3940664,MTA06-2018-007,w61100901r,ns.w.611009:01.r.sma,611009,0,0,4000,0,2,ON,,,,,"611009,1","611009,2","611009,3","611009,4","611009,5","611009,6",3680102,OFF,,,,,,,5,,35:27.7236N, 80:37.1695W,242
ADAMS,Piedmont,,354.1,3940665,MTA06-2018-007,w61101001r,ns.w.611010:01.r.sma,611010,0,0,4000,0,1,ON,,,,,"611010,1","611010,2","611010,3","611010,4","611010,5","611010,6",3680102,OFF,,,,,,,5,,35:25.8122N, 80:36.4020W,212
SIG 333.7,Piedmont,,333.78,3940666,MTA06-2018-007,w61101101r,ns.w.611011:01.r.sma,611011,0,0,4000,0,1,ON,,,,,"611011,1","611011,2","611011,3","611011,4","611011,5","611011,6",3680204,OFF,,,,,,,5,,35:39.9806N, 80:28.0137W,231
SIG 356.1/356.2,Piedmont,,356.1,3940667,MTA06-2018-007,w61102101r,ns.w.611021:01.r.sma,611021,0,0,4000,0,2,ON,,,,,"611021,1","611021,2","611021,3","611021,4","611021,5","611021,6",3680102,OFF,,,,,,,5,,35:24.2144N, 80:35.5252W,190
SIG 358.1/358.2,Piedmont,,358,3940668,MTA06-2018-007,w61102201r,ns.w.611022:01.r.sma,611022,0,0,4000,0,2,ON,,,,,"611022,1","611022,2","611022,3","611022,4","611022,5","611022,6",3680102,OFF,,,,,,,5,,35:22.6507N, 80:35.3546W,211
HAYDOCK,Piedmont,,360.1,3940669,MTA06-2018-007,w61102301r,ns.w.611023:01.r.sma,611023,0,0,4000,0,2,ON,,,,,"611023,1","611023,2","611023,3","611023,4","611023,5","611023,6",3680102,OFF,,,,,,,5,,35:20.8791N, 80:35.7573W,193
SIG 363.3/363.4,Piedmont,,363.3,3940670,MTA06-2018-007,w61102401r,ns.w.611024:01.r.sma,611024,0,0,4000,0,2,ON,,,,,"611024,1","611024,2","611024,3","611024,4","611024,5","611024,6",3680003,OFF,,,,,,,5,,35:18.8695N, 80:40.1584W,205
SIG 366.3/366.4,Piedmont,,366.4,3940671,MTA06-2018-007,w61102501r,ns.w.611025:01.r.sma,611025,0,0,4000,0,2,ON,,,,,"611025,1","611025,2","611025,3","611025,4","611025,5","611025,6",3680003,OFF,,,,,,,5,,35:18.7748N, 80:42.1501W,217
SIG 369.3/369.4,Piedmont,,369.4,3940672,MTA06-2018-007,w61102601r,ns.w.611026:01.r.sma,611026,0,0,4000,0,2,ON,,,,,"611026,1","611026,2","611026,3","611026,4","611026,5","611026,6",3680003,OFF,,,,,,,5,,,,0
JUNKER,Piedmont,,372.2,3940673,MTA06-2018-007,w61102701r,ns.w.611027:01.r.sma,611027,0,0,4000,0,1,ON,,,,,"611027,1","611027,2","611027,3","611027,4","611027,5","611027,6",3680003,OFF,,,,,,,5,,35:15.9152N, 80:45.1039W,237
SIG 373.7/373.8,Piedmont,,373.4,3940674,MTA06-2018-007,w61102801r,ns.w.611028:01.r.sma,611028,0,0,4000,0,1,ON,,,,,"611028,1","611028,2","611028,3","611028,4","611028,5","611028,6",3680003,OFF,,,,,,,5,,35:15.1013N, 80:47.4080W,231
AT&O,Piedmont,,375.2,3940675,MTA06-2018-007,w61102901r,ns.w.611029:01.r.sma,611029,0,0,4000,0,1,ON,,,,,"611029,1","611029,2","611029,3","611029,4","611029,5","611029,6",3680003,OFF,,,,,,,5,,35:14.8258N, 80:48.7384W,217
SIG 376.3/376.5,Piedmont,,376.3,3940676,,w61103001r,ns.w.611030:01.r.sma,611030,0,0,4000,900,WSRS,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 375.6/375.8,Piedmont,,375.6,3940677,MTA06-2018-007,w61103101r,ns.w.611031:01.r.sma,611031,0,0,4000,0,2,ON,,,,,"611031,1","611031,2","611031,3","611031,4","611031,5","611031,6",3680003,OFF,,,,,,,5,,,,0
SIG 378.7/378.8,Piedmont,,378.8,3940678,MTA06-2018-007,w61103301r,ns.w.611033:01.r.sma,611033,0,0,4000,0,1,ON,,,,,"611033,1","611033,2","611033,3","611033,4","611033,5","611033,6",3680003,OFF,,,,,,,5,,35:13.3301N, 80:51.8426W,215
GRAHAM,Piedmont,,377.1,3940679,MTA06-2018-007,w61104101r,ns.w.611041:01.r.sma,611041,0,0,4000,0,1,ON,,,,,"611041,1","611041,2","611041,3","611041,4","611041,5","611041,6",3680003,OFF,,,,,,,5,,35:14.2500N, 80:50.4157W,226
N. BELMONT,Piedmont,,387,3940680,MTA06-2018-007,w61104701r,ns.w.611047:01.r.sma,611047,0,0,4000,0,1,ON,,,,,"611047,1","611047,2","611047,3","611047,4","611047,5","611047,6",3680116,OFF,,,,,,,5,,35:14.0975N, 81:00.2287W,194
S. BELMONT,Piedmont,,389.3,3940681,MTA06-2018-007,w61104801r,ns.w.611048:01.r.sma,611048,0,0,4000,0,1,ON,,,,,"611048,1","611048,2","611048,3","611048,4","611048,5","611048,6",3680116,OFF,,,,,,,5,,35:14.5829N, 81:02.5561W,213
S. FORK,Piedmont,,390.6,3940682,MTA06-2018-007,w61104901r,ns.w.611049:01.r.sma,611049,0,0,4000,0,1,ON,,,,,"611049,1","611049,2","611049,3","611049,4","611049,5","611049,6",3680116,OFF,,,,,,,5,,35:14.2240N, 81:03.7926W,193
SIG 394.3/394.4,Piedmont,,394.1,3940683,MTA06-2018-007,w61105001r,ns.w.611050:01.r.sma,611050,0,0,4000,0,2,ON,,,,,"611050,1","611050,2","611050,3","611050,4","611050,5","611050,6",3680116,OFF,,,,,,,5,,35:15.9658N, 81:06.0897W,235
RANLO,Piedmont,,396.7,3940684,MTA06-2018-007,w61106101r,ns.w.611061:01.r.sma,611061,0,0,4000,0,1,ON,,,,,"611061,1","611061,2","611061,3","611061,4","611061,5","611061,6",3680101,OFF,,,,,,,5,,35:16.7257N, 81:08.5466W,248
SIG 398.4/398.5,Piedmont,,398.5,3940685,MTA06-2018-007,w61106201r,ns.w.611062:01.r.sma,611062,0,0,4000,0,2,ON,,,,,"611062,1","611062,2","611062,3","611062,4","611062,5","611062,6",3680101,OFF,,,,,,,5,,35:15.8559N, 81:10.1582W,248
SIG 400.7/400.8,Piedmont,,400.6,3940686,MTA06-2018-007,w61106301r,ns.w.611063:01.r.sma,611063,0,0,4000,0,2,ON,,,,,"611063,1","611063,2","611063,3","611063,4","611063,5","611063,6",3680101,OFF,,,,,,,5,,35:15.7108N, 81:12.2566W,248
ARLINGTON,Piedmont,,402.3,3940687,MTA06-2018-007,w61106401r,ns.w.611064:01.r.sma,611064,0,0,4000,0,1,ON,,,,,"611064,1","611064,2","611064,3","611064,4","611064,5","611064,6",3680101,OFF,,,,,,,5,,35:16.5657N, 81:13.6915W,256
SIG 405.3/405.4,Piedmont,,405.2,3940688,MTA06-2018-007,w61106501r,ns.w.611065:01.r.sma,611065,0,0,4000,0,1,ON,,,,,"611065,1","611065,2","611065,3","611065,4","611065,5","611065,6",3680101,OFF,,,,,,,5,,35:16.9381N, 81:16.3358W,279
SEWELL,Piedmont,,408.6,3940689,MTA06-2018-007,w61106601r,ns.w.611066:01.r.sma,611066,0,0,4000,0,1,ON,,,,,"611066,1","611066,2","611066,3","611066,4","611066,5","611066,6",3680101,OFF,,,,,,,5,,35:16.0613N, 81:19.3560W,290
SIG 411.1/411.2,Piedmont,,411.1,3940690,MTA06-2018-007,w61106701r,ns.w.611067:01.r.sma,611067,0,0,4000,0,2,ON,,,,,"611067,1","611067,2","611067,3","611067,4","611067,5","611067,6",3680101,OFF,,,,,,,5,,35:14.2351N, 81:20.6847W,298
HUDSON,Piedmont,,413.6,3940691,MTA06-2018-007,w61106801r,ns.w.611068:01.r.sma,611068,0,0,4000,0,1,ON,,,,,"611068,1","611068,2","611068,3","611068,4","611068,5","611068,6",3680101,OFF,,,,,,,5,,35:12.9212N, 81:22.6259W,316
SIG 416.1/416.2,Piedmont,,416,3940692,MTA06-2018-007,w61106901r,ns.w.611069:01.r.sma,611069,0,0,4000,0,2,ON,,,,,"611069,1","611069,2","611069,3","611069,4","611069,5","611069,6",3680101,OFF,,,,,,,5,,35:11.4523N, 81:24.4646W,289
GROVER,Piedmont,,418.7,3940693,MTA06-2018-007,w61107001r,ns.w.611070:01.r.sma,611070,0,0,4000,0,1,ON,,,,,"611070,1","611070,2","611070,3","611070,4","611070,5","611070,6",3680101,OFF,,,,,,,5,,35:10.2392N, 81:26.8179W,271
SIG 421.5/421.6,Piedmont,,421.5,3940694,MTA06-2018-007,w61108101r,ns.w.611081:01.r.sma,611081,0,0,4000,0,1,ON,,,,,"611081,1","611081,2","611081,3","611081,4","611081,5","611081,6",3680101,OFF,,,,,,,5,,35:08.7021N, 81:29.0320W,266
SIG 424.3/424.4,Piedmont,,424.4,3940695,MTA06-2018-007,w61108201r,ns.w.611082:01.r.sma,611082,0,0,4000,0,1,ON,,,,,"611082,1","611082,2","611082,3","611082,4","611082,5","611082,6",3680100,OFF,,,,,,,5,,35:07.1917N, 81:31.3273W,230
BROAD RIVER,Piedmont,,427.2,3940696,MTA06-2018-007,w61108301r,ns.w.611083:01.r.sma,611083,0,0,4000,0,1,ON,,,,,"611083,1","611083,2","611083,3","611083,4","611083,5","611083,6",3680100,OFF,,,,,,,5,,35:06.4393N, 81:34.0960W,193
SIG 429.7/429.8,Piedmont,,429.9,3940697,MTA06-2018-007,w61108401r,ns.w.611084:01.r.sma,611084,0,0,4000,0,2,ON,,,,,"611084,1","611084,2","611084,3","611084,4","611084,5","611084,6",3680100,OFF,,,,,,,5,,35:05.1712N, 81:36.5101W,218
CHEROKEE,Piedmont,,432.8,3940698,MTA06-2018-007,w61108501r,ns.w.611085:01.r.sma,611085,0,-6,4000,0,1,ON,,,,,"611085,1","611085,2","611085,3","611085,4","611085,5","611085,6",,OFF,,,,,,,5,,35:04.3254N, 81:39.0888W,240
SIG 435.3/435.4,Piedmont,,435.3,3940699,MTA06-2018-007,w61108601r,ns.w.611086:01.r.sma,611086,0,0,4000,0,2,ON,,,,,"611086,1","611086,2","611086,3","611086,4","611086,5","611086,6",3680100,OFF,,,,,,,5,,35:03.1189N, 81:41.3079W,222
THICKETTY,Piedmont,,437.5,3940700,MTA06-2018-007,w61108701r,ns.w.611087:01.r.sma,611087,0,0,4000,0,1,ON,,,,,"611087,1","611087,2","611087,3","611087,4","611087,5","611087,6",3680100,OFF,,,,,,,5,,35:01.6148N, 81:42.7041W,194
SIG 439.9/440.0,Piedmont,,440,3940701,MTA06-2018-007,w61108801r,ns.w.611088:01.r.sma,611088,0,0,4000,0,1,ON,,,,,"611088,1","611088,2","611088,3","611088,4","611088,5","611088,6",3680100,OFF,,,,,,,5,,35:01.3373N, 81:44.8353W,221
SIG 442.4/4425,Piedmont,,442.5,3940702,MTA06-2018-007,w61108901r,ns.w.611089:01.r.sma,611089,0,0,4000,0,1,ON,,,,,"611089,1","611089,2","611089,3","611089,4","611089,5","611089,6",2621582,OFF,,,,,,,5,,35:01.2681N, 81:47.3983W,255
SIG 444.8/444.9,Piedmont,,444.8,3940703,MTA06-2018-007,w61109001r,ns.w.611090:01.r.sma,611090,0,0,4000,0,1,ON,,,,,"611090,1","611090,2","611090,3","611090,4","611090,5","611090,6",2621582,OFF,,,,,,,5,,34:59.9275N, 81:49.0275W,240
SIG 447.2/447.3,Piedmont,,447.3,3940704,MTA06-2018-007,w61110101r,ns.w.611101:01.r.sma,611101,0,0,4000,0,1,ON,,,,,"611101,1","611101,2","611101,3","611101,4","611101,5","611101,6",2621582,OFF,,,,,,,5,,34:59.2904N, 81:51.4507W,240
SIG 449.4/449.5,Piedmont,,449.5,3940705,MTA06-2018-007,w61110201r,ns.w.611102:01.r.sma,611102,0,0,4000,0,1,ON,,,,,"611102,1","611102,2","611102,3","611102,4","611102,5","611102,6",2621582,OFF,,,,,,,5,,34:58.4860N, 81:53.3976W,251
BEAUMONT,Piedmont,,451.3,3940706,MTA06-2018-007,w61110301r,ns.w.611103:01.r.sma,611103,0,0,4000,0,1,ON,,,,,"611103,1","611103,2","611103,3","611103,4","611103,5","611103,6",2621582,OFF,,,,,,,5,,34:57.7111N, 81:55.2869W,220
MAGNOLIA,Piedmont,,452.5,3940707,MTA06-2018-007,w61110401r,ns.w.611104:01.r.sma,611104,0,0,4000,0,1,ON,,,,,"611104,1","611104,2","611104,3","611104,4","611104,5","611104,6",2621582,OFF,,,,,,,5,,34:57.2540N, 81:56.2077W,238
SIG 452.5,Piedmont,,452.8,3940708,MTA06-2018-007,w61110501r,ns.w.611105:01.r.sma,611105,0,0,4000,0,2,ON,,,,,"611105,1","611105,2","611105,3","611105,4","611105,5","611105,6",2621582,OFF,,,,,,,5,,34:57.1050N, 81:56.4547W,242
HAYNE JCT,Piedmont,,453.6,3940709,MTA06-2018-007,w61110601r,ns.w.611106:01.r.sma,611106,0,0,4000,0,1,ON,,,,,"611106,1","611106,2","611106,3","611106,4","611106,5","611106,6",2621582,OFF,,,,,,,5,,34:57.5125N, 81:57.2025W,257
SIG 456.4/456.5,Piedmont,,456.5,3940710,MTA06-2018-007,w61110701r,ns.w.611107:01.r.sma,611107,0,0,4000,0,1,ON,,,,,"611107,1","611107,2","611107,3","611107,4","611107,5","611107,6",3680099,OFF,,,,,,,5,,34:57.3852N, 81:59.8973W,250
SIG 462.0/462.1,Piedmont,,462.2,3940711,MTA06-2018-007,w61110901r,ns.w.611109:01.r.sma,611109,0,0,4000,0,2,ON,,,,,"611109,1","611109,2","611109,3","611109,4","611109,5","611109,6",3680099,OFF,,,,,,,5,,34:57.0242N, 82:05.4257W,251
WORLEY,Piedmont,,481,3940712,MTA06-2018-007,w61112801r,ns.w.611128:01.r.sma,611128,0,0,4000,0,1,ON,,,,,"611128,1","611128,2","611128,3","611128,4","611128,5","611128,6",,OFF,,,,,,,5,,34:53.2626N, 82:22.9176W,330
N. GREENVILLE,Piedmont,,482.5,3940713,MTA06-2018-007,w61112901r,ns.w.611129:01.r.sma,611129,0,0,4000,0,1,ON,,,,,"611129,1","611129,2","611129,3","611129,4","611129,5","611129,6",3680098,OFF,,,,,,,5,,34:52.6563N, 82:24.3688W,303
SIG 483.6/483.7,Piedmont,,483.7,3940714,MTA06-2018-007,w61113001r,ns.w.611130:01.r.sma,611130,0,0,4000,0,2,ON,,,,,"611130,1","611130,2","611130,3","611130,4","611130,5","611130,6",3680098,OFF,,,,,,,5,,34:51.7915N, 82:24.8413W,294
S. GREENVILLE,Piedmont,,484.6,3940715,MTA06-2018-007,w61114101r,ns.w.611141:01.r.sma,611141,0,0,4000,0,1,ON,,,,,"611141,1","611141,2","611141,3","611141,4","611141,5","611141,6",3680098,OFF,,,,,,,5,,34:51.1874N, 82:25.1136W,295
FALLIS,Piedmont,,486.5,3940716,MTA06-2018-007,w61114201r,ns.w.611142:01.r.sma,611142,0,0,4000,0,1,ON,,,,,"611142,1","611142,2","611142,3","611142,4","611142,5","611142,6",3680098,OFF,,,,,,,5,,34:50.9495N, 82:27.2981W,306
CROSSWELL,Piedmont,,489.2,3940717,MTA06-2018-007,w61114301r,ns.w.611143:01.r.sma,611143,0,0,4000,0,1,ON,,,,,"611143,1","611143,2","611143,3","611143,4","611143,5","611143,6",3680098,OFF,,,,,,,5,,34:50.8391N, 82:29.7316W,285
SIG 491.3/491.4,Piedmont,,491.4,3940718,MTA06-2018-007,w61114401r,ns.w.611144:01.r.sma,611144,0,0,4000,0,1,ON,,,,,"611144,1","611144,2","611144,3","611144,4","611144,5","611144,6",3680098,OFF,,,,,,,5,,34:50.0550N, 82:31.7945W,293
HAYWOOD,Piedmont,,493.6,3940719,MTA06-2018-007,w61114501r,ns.w.611145:01.r.sma,611145,0,0,4000,0,1,ON,,,,,"611145,1","611145,2","611145,3","611145,4","611145,5","611145,6",3680098,OFF,,,,,,,5,,34:49.6701N, 82:33.9450W,316
SIG 496.1/496.2,Piedmont,,496,3940720,MTA06-2018-007,w61114601r,ns.w.611146:01.r.sma,611146,0,0,4000,0,2,ON,,,,,"611146,1","611146,2","611146,3","611146,4","611146,5","611146,6",3680098,OFF,,,,,,,5,,34:49.7929N, 82:36.2884W,333
METLER,Piedmont,,498.5,3940721,MTA06-2018-007,w61114701r,ns.w.611147:01.r.sma,611147,0,0,4000,0,1,ON,,,,,"611147,1","611147,2","611147,3","611147,4","611147,5","611147,6",3680098,OFF,,,,,,,5,,34:49.2844N, 82:38.4584W,311
SIG 501.5/501.6,Piedmont,,501.2,3940722,MTA06-2018-007,w61114801r,ns.w.611148:01.r.sma,611148,0,0,4000,0,2,ON,,,,,"611148,1","611148,2","611148,3","611148,4","611148,5","611148,6",3680097,OFF,,,,,,,5,,34:48.0522N, 82:40.8126W,301
TRABER,Piedmont,,504.1,3940723,MTA06-2018-007,w61114901r,ns.w.611149:01.r.sma,611149,0,0,4000,0,1,ON,,,,,"611149,1","611149,2","611149,3","611149,4","611149,5","611149,6",3680097,OFF,,,,,,,5,,34:46.4309N, 82:42.8028W,294
